block,n_pairs,valence,n_confusing,pair,cpair,fifty_high,appearance,mini_block,order_var,trial,feedback_common,variable_magnitude,feedback_optimal,feedback_suboptimal,session,stimulus_A,stimulus_B,optimal_A,A_on_right,stimulus_right,stimulus_left,optimal_right,feedback_right,feedback_left
16,5,-1,0,4,47,false,7,4,7,32,true,0.5,-0.5,-1,1,basket1.png,bagel2.png,false,false,bagel2.png,basket1.png,true,-0.5,-1
16,5,-1,0,5,48,false,6,4,8,33,true,0.5,-0.5,-1,1,umbrella1.png,jacket2.png,true,false,jacket2.png,umbrella1.png,false,-1,-0.5
16,5,-1,0,2,45,false,7,4,9,34,true,0.01,-0.01,-1,1,coatrack1.png,toothpaste2.png,false,false,toothpaste2.png,coatrack1.png,true,-0.01,-1
16,5,-1,0,5,48,false,7,4,10,35,true,0.01,-0.01,-1,1,umbrella1.png,jacket2.png,true,false,jacket2.png,umbrella1.png,false,-1,-0.01
17,3,1,0,2,50,true,1,1,1,1,true,0.5,0.5,0.01,1,bottle1.png,basket2.png,false,false,basket2.png,bottle1.png,true,0.5,0.01
17,3,1,0,3,51,false,1,1,2,2,true,0.5,1.0,0.5,1,compass1.png,umbrella2.png,true,false,umbrella2.png,compass1.png,false,0.5,1.0
17,3,1,0,1,49,true,1,1,3,3,true,0.5,0.5,0.01,1,hat1.png,bed2.png,true,false,bed2.png,hat1.png,false,0.01,0.5
17,3,1,0,2,50,true,2,2,1,4,true,0.5,0.5,0.01,1,bottle1.png,basket2.png,false,true,bottle1.png,basket2.png,false,0.01,0.5
17,3,1,0,2,50,true,3,2,2,5,true,1.0,1.0,0.01,1,bottle1.png,basket2.png,false,true,bottle1.png,basket2.png,false,0.01,1.0
17,3,1,0,1,49,true,2,2,3,6,true,1.0,1.0,0.01,1,hat1.png,bed2.png,true,true,hat1.png,bed2.png,true,1.0,0.01
17,3,1,0,3,51,false,2,2,4,7,true,0.5,1.0,0.5,1,compass1.png,umbrella2.png,true,true,compass1.png,umbrella2.png,true,1.0,0.5
17,3,1,0,3,51,false,3,2,5,8,true,0.01,1.0,0.01,1,compass1.png,umbrella2.png,true,true,compass1.png,umbrella2.png,true,1.0,0.01
17,3,1,0,1,49,true,3,2,6,9,true,1.0,1.0,0.01,1,hat1.png,bed2.png,true,true,hat1.png,bed2.png,true,1.0,0.01
17,3,1,0,2,50,true,4,3,1,10,true,1.0,1.0,0.01,1,bottle1.png,basket2.png,false,true,bottle1.png,basket2.png,false,0.01,1.0
17,3,1,0,1,49,true,4,3,2,11,true,0.5,0.5,0.01,1,hat1.png,bed2.png,true,true,hat1.png,bed2.png,true,0.5,0.01
17,3,1,0,3,51,false,4,3,3,12,true,0.5,1.0,0.5,1,compass1.png,umbrella2.png,true,true,compass1.png,umbrella2.png,true,1.0,0.5
17,3,1,0,2,50,true,5,3,4,13,true,1.0,1.0,0.01,1,bottle1.png,basket2.png,false,false,basket2.png,bottle1.png,true,1.0,0.01
17,3,1,0,3,51,false,5,3,5,14,true,0.01,1.0,0.01,1,compass1.png,umbrella2.png,true,false,umbrella2.png,compass1.png,false,0.01,1.0
17,3,1,0,1,49,true,5,3,6,15,true,1.0,1.0,0.01,1,hat1.png,bed2.png,true,false,bed2.png,hat1.png,false,0.01,1.0
17,3,1,0,2,50,true,6,4,1,16,true,1.0,1.0,0.01,1,bottle1.png,basket2.png,false,false,basket2.png,bottle1.png,true,1.0,0.01
17,3,1,0,1,49,true,6,4,2,17,true,1.0,1.0,0.01,1,hat1.png,bed2.png,true,false,bed2.png,hat1.png,false,0.01,1.0
17,3,1,0,3,51,false,6,4,3,18,true,0.01,1.0,0.01,1,compass1.png,umbrella2.png,true,false,umbrella2.png,compass1.png,false,0.01,1.0
17,3,1,0,2,50,true,7,4,4,19,true,0.5,0.5,0.01,1,bottle1.png,basket2.png,false,false,basket2.png,bottle1.png,true,0.5,0.01
17,3,1,0,1,49,true,7,4,5,20,true,0.5,0.5,0.01,1,hat1.png,bed2.png,true,false,bed2.png,hat1.png,false,0.01,0.5
17,3,1,0,3,51,false,7,4,6,21,true,0.5,1.0,0.5,1,compass1.png,umbrella2.png,true,false,umbrella2.png,compass1.png,false,0.5,1.0
18,3,-1,0,3,54,true,1,1,1,1,true,0.5,-0.01,-0.5,1,backpack1.png,compass2.png,false,false,compass2.png,backpack1.png,true,-0.01,-0.5
18,3,-1,0,2,53,true,1,1,2,2,true,1.0,-0.01,-1.0,1,cup1.png,bottle2.png,true,false,bottle2.png,cup1.png,false,-1.0,-0.01
18,3,-1,0,1,52,true,1,1,3,3,true,0.5,-0.01,-0.5,1,bike1.png,hat2.png,true,false,hat2.png,bike1.png,false,-0.5,-0.01
18,3,-1,0,2,53,true,2,2,1,4,true,1.0,-0.01,-1.0,1,cup1.png,bottle2.png,true,true,cup1.png,bottle2.png,true,-0.01,-1.0
18,3,-1,0,1,52,true,2,2,2,5,true,1.0,-0.01,-1.0,1,bike1.png,hat2.png,true,true,bike1.png,hat2.png,true,-0.01,-1.0
18,3,-1,0,3,54,true,2,2,3,6,true,0.5,-0.01,-0.5,1,backpack1.png,compass2.png,false,true,backpack1.png,compass2.png,false,-0.5,-0.01
18,3,-1,0,3,54,true,3,2,4,7,true,1.0,-0.01,-1.0,1,backpack1.png,compass2.png,false,true,backpack1.png,compass2.png,false,-1.0,-0.01
18,3,-1,0,1,52,true,3,2,5,8,true,1.0,-0.01,-1.0,1,bike1.png,hat2.png,true,true,bike1.png,hat2.png,true,-0.01,-1.0
18,3,-1,0,2,53,true,3,2,6,9,true,0.5,-0.01,-0.5,1,cup1.png,bottle2.png,true,true,cup1.png,bottle2.png,true,-0.01,-0.5
18,3,-1,0,1,52,true,4,3,1,10,true,1.0,-0.01,-1.0,1,bike1.png,hat2.png,true,true,bike1.png,hat2.png,true,-0.01,-1.0
18,3,-1,0,3,54,true,4,3,2,11,true,1.0,-0.01,-1.0,1,backpack1.png,compass2.png,false,true,backpack1.png,compass2.png,false,-1.0,-0.01
18,3,-1,0,1,52,true,5,3,3,12,true,0.5,-0.01,-0.5,1,bike1.png,hat2.png,true,false,hat2.png,bike1.png,false,-0.5,-0.01
18,3,-1,0,2,53,true,4,3,4,13,true,0.5,-0.01,-0.5,1,cup1.png,bottle2.png,true,true,cup1.png,bottle2.png,true,-0.01,-0.5
18,3,-1,0,2,53,true,5,3,5,14,true,1.0,-0.01,-1.0,1,cup1.png,bottle2.png,true,false,bottle2.png,cup1.png,false,-1.0,-0.01
18,3,-1,0,3,54,true,5,3,6,15,true,1.0,-0.01,-1.0,1,backpack1.png,compass2.png,false,false,compass2.png,backpack1.png,true,-0.01,-1.0
18,3,-1,0,1,52,true,6,4,1,16,true,0.5,-0.01,-0.5,1,bike1.png,hat2.png,true,false,hat2.png,bike1.png,false,-0.5,-0.01
18,3,-1,0,2,53,true,6,4,2,17,true,0.5,-0.01,-0.5,1,cup1.png,bottle2.png,true,false,bottle2.png,cup1.png,false,-0.5,-0.01
18,3,-1,0,3,54,true,6,4,3,18,true,0.5,-0.01,-0.5,1,backpack1.png,compass2.png,false,false,compass2.png,backpack1.png,true,-0.01,-0.5
18,3,-1,0,3,54,true,7,4,4,19,true,1.0,-0.01,-1.0,1,backpack1.png,compass2.png,false,false,compass2.png,backpack1.png,true,-0.01,-1.0
18,3,-1,0,1,52,true,7,4,5,20,true,0.5,-0.01,-0.5,1,bike1.png,hat2.png,true,false,hat2.png,bike1.png,false,-0.5,-0.01
18,3,-1,0,2,53,true,7,4,6,21,true,0.5,-0.01,-0.5,1,cup1.png,bottle2.png,true,false,bottle2.png,cup1.png,false,-0.5,-0.01
