session,block,valence,trial,feedback_common,present_pavlovian,n_stimuli,early_stop,n_groups,stimulus_group,stimulus_group_id,stimulus_middle,feedback_middle,optimal_side,feedback_optimal,optimal_right,feedback_right,feedback_left,stimulus_right,stimulus_left,n_confusing,optimal_A,primary_outcome_A,primary_outcome_B,secondary_outcome_A,secondary_outcome_B,feedback_A,feedback_B,stimulus_A,stimulus_B,A_on_right
wk2,6,0,10,true,true,2,true,1,1,6,,,,,false,0.01,-0.01,pancake_1.jpg,hopscotch_2.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,pancake_1.jpg,hopscotch_2.jpg,true
wk2,7,0,1,true,true,2,true,1,1,7,,,,,false,0.01,1.0,pancake_2.jpg,iceskate_1.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,pancake_2.jpg,false
wk2,7,0,2,false,true,2,true,1,1,7,,,,,false,-1.0,-0.5,pancake_2.jpg,iceskate_1.jpg,1,true,1.0,0.01,-0.5,-1.0,-0.5,-1.0,iceskate_1.jpg,pancake_2.jpg,false
wk2,7,0,3,true,true,2,true,1,1,7,,,,,true,1.0,0.01,iceskate_1.jpg,pancake_2.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,pancake_2.jpg,true
wk2,7,0,4,true,true,2,true,1,1,7,,,,,true,1.0,0.01,iceskate_1.jpg,pancake_2.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,pancake_2.jpg,true
wk2,7,0,5,true,true,2,true,1,1,7,,,,,true,1.0,0.01,iceskate_1.jpg,pancake_2.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,pancake_2.jpg,true
wk2,7,0,6,true,true,2,true,1,1,7,,,,,true,1.0,0.01,iceskate_1.jpg,pancake_2.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,pancake_2.jpg,true
wk2,7,0,7,true,true,2,true,1,1,7,,,,,false,0.01,1.0,pancake_2.jpg,iceskate_1.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,pancake_2.jpg,false
wk2,7,0,8,true,true,2,true,1,1,7,,,,,false,0.01,1.0,pancake_2.jpg,iceskate_1.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,pancake_2.jpg,false
wk2,7,0,9,true,true,2,true,1,1,7,,,,,false,0.01,1.0,pancake_2.jpg,iceskate_1.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,pancake_2.jpg,false
wk2,7,0,10,true,true,2,true,1,1,7,,,,,true,1.0,0.01,iceskate_1.jpg,pancake_2.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,pancake_2.jpg,true
wk2,8,0,1,true,true,2,true,1,1,8,,,,,false,-1.0,1.0,iceskate_2.jpg,pinball_1.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pinball_1.jpg,iceskate_2.jpg,false
wk2,8,0,2,true,true,2,true,1,1,8,,,,,true,1.0,-1.0,pinball_1.jpg,iceskate_2.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pinball_1.jpg,iceskate_2.jpg,true
wk2,8,0,3,true,true,2,true,1,1,8,,,,,true,1.0,-1.0,pinball_1.jpg,iceskate_2.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pinball_1.jpg,iceskate_2.jpg,true
wk2,8,0,4,true,true,2,true,1,1,8,,,,,true,1.0,-1.0,pinball_1.jpg,iceskate_2.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pinball_1.jpg,iceskate_2.jpg,true
wk2,8,0,5,true,true,2,true,1,1,8,,,,,true,1.0,-1.0,pinball_1.jpg,iceskate_2.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pinball_1.jpg,iceskate_2.jpg,true
wk2,8,0,6,true,true,2,true,1,1,8,,,,,true,1.0,-1.0,pinball_1.jpg,iceskate_2.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pinball_1.jpg,iceskate_2.jpg,true
wk2,8,0,7,true,true,2,true,1,1,8,,,,,false,-1.0,1.0,iceskate_2.jpg,pinball_1.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pinball_1.jpg,iceskate_2.jpg,false
wk2,8,0,8,true,true,2,true,1,1,8,,,,,false,-1.0,1.0,iceskate_2.jpg,pinball_1.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pinball_1.jpg,iceskate_2.jpg,false
wk2,8,0,9,false,true,2,true,1,1,8,,,,,false,0.01,-1.0,iceskate_2.jpg,pinball_1.jpg,1,true,1.0,-1.0,-1.0,0.01,-1.0,0.01,pinball_1.jpg,iceskate_2.jpg,false
wk2,8,0,10,true,true,2,true,1,1,8,,,,,false,-1.0,1.0,iceskate_2.jpg,pinball_1.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pinball_1.jpg,iceskate_2.jpg,false
wk2,9,0,1,true,true,2,true,1,1,9,,,,,false,-0.01,1.0,sweeper_1.jpg,pinball_2.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.01,1.0,sweeper_1.jpg,pinball_2.jpg,true
wk2,9,0,2,true,true,2,true,1,1,9,,,,,true,1.0,-0.01,pinball_2.jpg,sweeper_1.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.01,1.0,sweeper_1.jpg,pinball_2.jpg,false
wk2,9,0,3,true,true,2,true,1,1,9,,,,,true,1.0,-0.01,pinball_2.jpg,sweeper_1.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.01,1.0,sweeper_1.jpg,pinball_2.jpg,false
wk2,9,0,4,false,true,2,true,1,1,9,,,,,false,-0.5,-0.01,sweeper_1.jpg,pinball_2.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.5,-0.01,sweeper_1.jpg,pinball_2.jpg,true
wk2,9,0,5,false,true,2,true,1,1,9,,,,,false,-0.5,-0.01,sweeper_1.jpg,pinball_2.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.5,-0.01,sweeper_1.jpg,pinball_2.jpg,true
wk2,9,0,6,true,true,2,true,1,1,9,,,,,true,1.0,-0.01,pinball_2.jpg,sweeper_1.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.01,1.0,sweeper_1.jpg,pinball_2.jpg,false
wk2,9,0,7,true,true,2,true,1,1,9,,,,,true,1.0,-0.01,pinball_2.jpg,sweeper_1.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.01,1.0,sweeper_1.jpg,pinball_2.jpg,false
wk2,9,0,8,true,true,2,true,1,1,9,,,,,false,-0.01,1.0,sweeper_1.jpg,pinball_2.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.01,1.0,sweeper_1.jpg,pinball_2.jpg,true
wk2,9,0,9,true,true,2,true,1,1,9,,,,,false,-0.01,1.0,sweeper_1.jpg,pinball_2.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.01,1.0,sweeper_1.jpg,pinball_2.jpg,true
wk2,9,0,10,true,true,2,true,1,1,9,,,,,true,1.0,-0.01,pinball_2.jpg,sweeper_1.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.01,1.0,sweeper_1.jpg,pinball_2.jpg,false
wk2,10,0,1,true,true,2,true,1,1,10,,,,,true,0.5,-0.01,mixer_1.jpg,sweeper_2.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,mixer_1.jpg,sweeper_2.jpg,true
wk2,10,0,2,false,true,2,true,1,1,10,,,,,false,-1.0,-0.01,sweeper_2.jpg,mixer_1.jpg,2,true,0.5,-0.01,-0.01,-1.0,-0.01,-1.0,mixer_1.jpg,sweeper_2.jpg,false
wk2,10,0,3,true,true,2,true,1,1,10,,,,,false,-0.01,0.5,sweeper_2.jpg,mixer_1.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,mixer_1.jpg,sweeper_2.jpg,false
wk2,10,0,4,true,true,2,true,1,1,10,,,,,false,-0.01,0.5,sweeper_2.jpg,mixer_1.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,mixer_1.jpg,sweeper_2.jpg,false
wk2,10,0,5,true,true,2,true,1,1,10,,,,,true,0.5,-0.01,mixer_1.jpg,sweeper_2.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,mixer_1.jpg,sweeper_2.jpg,true
wk2,10,0,6,true,true,2,true,1,1,10,,,,,false,-0.01,0.5,sweeper_2.jpg,mixer_1.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,mixer_1.jpg,sweeper_2.jpg,false
wk2,10,0,7,false,true,2,true,1,1,10,,,,,false,-1.0,-0.01,sweeper_2.jpg,mixer_1.jpg,2,true,0.5,-0.01,-0.01,-1.0,-0.01,-1.0,mixer_1.jpg,sweeper_2.jpg,false
wk2,10,0,8,true,true,2,true,1,1,10,,,,,true,0.5,-0.01,mixer_1.jpg,sweeper_2.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,mixer_1.jpg,sweeper_2.jpg,true
wk2,10,0,9,true,true,2,true,1,1,10,,,,,true,0.5,-0.01,mixer_1.jpg,sweeper_2.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,mixer_1.jpg,sweeper_2.jpg,true
wk2,10,0,10,true,true,2,true,1,1,10,,,,,true,0.5,-0.01,mixer_1.jpg,sweeper_2.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,mixer_1.jpg,sweeper_2.jpg,true
wk2,11,0,1,false,true,2,true,1,1,11,,,,,true,-0.5,1.0,mixer_2.jpg,shopping_cart_1.jpg,2,false,0.01,0.5,1.0,-0.5,1.0,-0.5,shopping_cart_1.jpg,mixer_2.jpg,false
wk2,11,0,2,true,true,2,true,1,1,11,,,,,true,0.5,0.01,mixer_2.jpg,shopping_cart_1.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shopping_cart_1.jpg,mixer_2.jpg,false
wk2,11,0,3,true,true,2,true,1,1,11,,,,,false,0.01,0.5,shopping_cart_1.jpg,mixer_2.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shopping_cart_1.jpg,mixer_2.jpg,true
wk2,11,0,4,true,true,2,true,1,1,11,,,,,true,0.5,0.01,mixer_2.jpg,shopping_cart_1.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shopping_cart_1.jpg,mixer_2.jpg,false
wk2,11,0,5,true,true,2,true,1,1,11,,,,,false,0.01,0.5,shopping_cart_1.jpg,mixer_2.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shopping_cart_1.jpg,mixer_2.jpg,true
wk2,11,0,6,false,true,2,true,1,1,11,,,,,true,-0.5,1.0,mixer_2.jpg,shopping_cart_1.jpg,2,false,0.01,0.5,1.0,-0.5,1.0,-0.5,shopping_cart_1.jpg,mixer_2.jpg,false
wk2,11,0,7,true,true,2,true,1,1,11,,,,,false,0.01,0.5,shopping_cart_1.jpg,mixer_2.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shopping_cart_1.jpg,mixer_2.jpg,true
wk2,11,0,8,true,true,2,true,1,1,11,,,,,true,0.5,0.01,mixer_2.jpg,shopping_cart_1.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shopping_cart_1.jpg,mixer_2.jpg,false
wk2,11,0,9,true,true,2,true,1,1,11,,,,,false,0.01,0.5,shopping_cart_1.jpg,mixer_2.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shopping_cart_1.jpg,mixer_2.jpg,true
wk2,11,0,10,true,true,2,true,1,1,11,,,,,false,0.01,0.5,shopping_cart_1.jpg,mixer_2.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shopping_cart_1.jpg,mixer_2.jpg,true
wk2,12,0,1,true,true,2,true,1,1,12,,,,,false,-1.0,0.01,cassette_1.jpg,shopping_cart_2.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,cassette_1.jpg,shopping_cart_2.jpg,true
wk2,12,0,2,true,true,2,true,1,1,12,,,,,true,0.01,-1.0,shopping_cart_2.jpg,cassette_1.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,cassette_1.jpg,shopping_cart_2.jpg,false
wk2,12,0,3,true,true,2,true,1,1,12,,,,,true,0.01,-1.0,shopping_cart_2.jpg,cassette_1.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,cassette_1.jpg,shopping_cart_2.jpg,false
wk2,12,0,4,true,true,2,true,1,1,12,,,,,true,0.01,-1.0,shopping_cart_2.jpg,cassette_1.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,cassette_1.jpg,shopping_cart_2.jpg,false
wk2,12,0,5,true,true,2,true,1,1,12,,,,,false,-1.0,0.01,cassette_1.jpg,shopping_cart_2.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,cassette_1.jpg,shopping_cart_2.jpg,true
wk2,12,0,6,true,true,2,true,1,1,12,,,,,true,0.01,-1.0,shopping_cart_2.jpg,cassette_1.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,cassette_1.jpg,shopping_cart_2.jpg,false
wk2,12,0,7,true,true,2,true,1,1,12,,,,,false,-1.0,0.01,cassette_1.jpg,shopping_cart_2.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,cassette_1.jpg,shopping_cart_2.jpg,true
wk2,12,0,8,false,true,2,true,1,1,12,,,,,false,1.0,0.5,cassette_1.jpg,shopping_cart_2.jpg,2,false,-1.0,0.01,1.0,0.5,1.0,0.5,cassette_1.jpg,shopping_cart_2.jpg,true
wk2,12,0,9,true,true,2,true,1,1,12,,,,,false,-1.0,0.01,cassette_1.jpg,shopping_cart_2.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,cassette_1.jpg,shopping_cart_2.jpg,true
wk2,12,0,10,false,true,2,true,1,1,12,,,,,true,0.5,1.0,shopping_cart_2.jpg,cassette_1.jpg,2,false,-1.0,0.01,1.0,0.5,1.0,0.5,cassette_1.jpg,shopping_cart_2.jpg,false
wk2,13,0,1,false,true,2,true,1,1,13,,,,,false,0.5,1.0,cassette_2.jpg,brush_1.jpg,2,true,-0.01,-0.5,1.0,0.5,1.0,0.5,brush_1.jpg,cassette_2.jpg,false
wk2,13,0,2,true,true,2,true,1,1,13,,,,,false,-0.5,-0.01,cassette_2.jpg,brush_1.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,brush_1.jpg,cassette_2.jpg,false
wk2,13,0,3,true,true,2,true,1,1,13,,,,,false,-0.5,-0.01,cassette_2.jpg,brush_1.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,brush_1.jpg,cassette_2.jpg,false
wk2,13,0,4,false,true,2,true,1,1,13,,,,,true,1.0,0.5,brush_1.jpg,cassette_2.jpg,2,true,-0.01,-0.5,1.0,0.5,1.0,0.5,brush_1.jpg,cassette_2.jpg,true
wk2,13,0,5,true,true,2,true,1,1,13,,,,,true,-0.01,-0.5,brush_1.jpg,cassette_2.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,brush_1.jpg,cassette_2.jpg,true
wk2,13,0,6,true,true,2,true,1,1,13,,,,,true,-0.01,-0.5,brush_1.jpg,cassette_2.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,brush_1.jpg,cassette_2.jpg,true
wk2,13,0,7,true,true,2,true,1,1,13,,,,,false,-0.5,-0.01,cassette_2.jpg,brush_1.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,brush_1.jpg,cassette_2.jpg,false
wk2,13,0,8,true,true,2,true,1,1,13,,,,,false,-0.5,-0.01,cassette_2.jpg,brush_1.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,brush_1.jpg,cassette_2.jpg,false
wk2,13,0,9,true,true,2,true,1,1,13,,,,,true,-0.01,-0.5,brush_1.jpg,cassette_2.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,brush_1.jpg,cassette_2.jpg,true
wk2,13,0,10,true,true,2,true,1,1,13,,,,,true,-0.01,-0.5,brush_1.jpg,cassette_2.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,brush_1.jpg,cassette_2.jpg,true
wk2,14,0,1,true,true,2,true,1,1,14,,,,,false,-0.5,0.01,brush_2.jpg,frisbee_1.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,frisbee_1.jpg,brush_2.jpg,false
wk2,14,0,2,true,true,2,true,1,1,14,,,,,false,-0.5,0.01,brush_2.jpg,frisbee_1.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,frisbee_1.jpg,brush_2.jpg,false
wk2,14,0,3,true,true,2,true,1,1,14,,,,,false,-0.5,0.01,brush_2.jpg,frisbee_1.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,frisbee_1.jpg,brush_2.jpg,false
wk2,14,0,4,true,true,2,true,1,1,14,,,,,true,0.01,-0.5,frisbee_1.jpg,brush_2.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,frisbee_1.jpg,brush_2.jpg,true
wk2,14,0,5,false,true,2,true,1,1,14,,,,,true,-0.01,0.01,frisbee_1.jpg,brush_2.jpg,2,true,0.01,-0.5,-0.01,0.01,-0.01,0.01,frisbee_1.jpg,brush_2.jpg,true
wk2,14,0,6,true,true,2,true,1,1,14,,,,,true,0.01,-0.5,frisbee_1.jpg,brush_2.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,frisbee_1.jpg,brush_2.jpg,true
wk2,14,0,7,true,true,2,true,1,1,14,,,,,true,0.01,-0.5,frisbee_1.jpg,brush_2.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,frisbee_1.jpg,brush_2.jpg,true
wk2,14,0,8,true,true,2,true,1,1,14,,,,,false,-0.5,0.01,brush_2.jpg,frisbee_1.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,frisbee_1.jpg,brush_2.jpg,false
wk2,14,0,9,true,true,2,true,1,1,14,,,,,false,-0.5,0.01,brush_2.jpg,frisbee_1.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,frisbee_1.jpg,brush_2.jpg,false
wk2,14,0,10,false,true,2,true,1,1,14,,,,,true,-0.01,0.01,frisbee_1.jpg,brush_2.jpg,2,true,0.01,-0.5,-0.01,0.01,-0.01,0.01,frisbee_1.jpg,brush_2.jpg,true
wk2,15,0,1,true,true,2,true,1,1,15,,,,,true,-0.5,-1.0,coffee_bean_1.jpg,frisbee_2.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,coffee_bean_1.jpg,frisbee_2.jpg,true
wk2,15,0,2,true,true,2,true,1,1,15,,,,,false,-1.0,-0.5,frisbee_2.jpg,coffee_bean_1.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,coffee_bean_1.jpg,frisbee_2.jpg,false
wk2,15,0,3,true,true,2,true,1,1,15,,,,,true,-0.5,-1.0,coffee_bean_1.jpg,frisbee_2.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,coffee_bean_1.jpg,frisbee_2.jpg,true
wk2,15,0,4,true,true,2,true,1,1,15,,,,,false,-1.0,-0.5,frisbee_2.jpg,coffee_bean_1.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,coffee_bean_1.jpg,frisbee_2.jpg,false
wk2,15,0,5,true,true,2,true,1,1,15,,,,,false,-1.0,-0.5,frisbee_2.jpg,coffee_bean_1.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,coffee_bean_1.jpg,frisbee_2.jpg,false
wk2,15,0,6,false,true,2,true,1,1,15,,,,,false,0.5,-1.0,frisbee_2.jpg,coffee_bean_1.jpg,2,true,-0.5,-1.0,-1.0,0.5,-1.0,0.5,coffee_bean_1.jpg,frisbee_2.jpg,false
wk2,15,0,7,true,true,2,true,1,1,15,,,,,true,-0.5,-1.0,coffee_bean_1.jpg,frisbee_2.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,coffee_bean_1.jpg,frisbee_2.jpg,true
wk2,15,0,8,true,true,2,true,1,1,15,,,,,true,-0.5,-1.0,coffee_bean_1.jpg,frisbee_2.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,coffee_bean_1.jpg,frisbee_2.jpg,true
wk2,15,0,9,false,true,2,true,1,1,15,,,,,false,0.5,-1.0,frisbee_2.jpg,coffee_bean_1.jpg,2,true,-0.5,-1.0,-1.0,0.5,-1.0,0.5,coffee_bean_1.jpg,frisbee_2.jpg,false
wk2,15,0,10,true,true,2,true,1,1,15,,,,,true,-0.5,-1.0,coffee_bean_1.jpg,frisbee_2.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,coffee_bean_1.jpg,frisbee_2.jpg,true
wk24,1,0,1,true,true,2,true,1,1,1,,,,,false,0.5,1.0,bag_1.jpg,keyboard_2.jpg,0,false,0.5,1.0,,,0.5,1.0,bag_1.jpg,keyboard_2.jpg,true
wk24,1,0,2,true,true,2,true,1,1,1,,,,,true,1.0,0.5,keyboard_2.jpg,bag_1.jpg,0,false,0.5,1.0,,,0.5,1.0,bag_1.jpg,keyboard_2.jpg,false
wk24,1,0,3,true,true,2,true,1,1,1,,,,,true,1.0,0.5,keyboard_2.jpg,bag_1.jpg,0,false,0.5,1.0,,,0.5,1.0,bag_1.jpg,keyboard_2.jpg,false
wk24,1,0,4,true,true,2,true,1,1,1,,,,,false,0.5,1.0,bag_1.jpg,keyboard_2.jpg,0,false,0.5,1.0,,,0.5,1.0,bag_1.jpg,keyboard_2.jpg,true
wk24,1,0,5,true,true,2,true,1,1,1,,,,,false,0.5,1.0,bag_1.jpg,keyboard_2.jpg,0,false,0.5,1.0,,,0.5,1.0,bag_1.jpg,keyboard_2.jpg,true
wk24,1,0,6,true,true,2,true,1,1,1,,,,,false,0.5,1.0,bag_1.jpg,keyboard_2.jpg,0,false,0.5,1.0,,,0.5,1.0,bag_1.jpg,keyboard_2.jpg,true
wk24,1,0,7,true,true,2,true,1,1,1,,,,,true,1.0,0.5,keyboard_2.jpg,bag_1.jpg,0,false,0.5,1.0,,,0.5,1.0,bag_1.jpg,keyboard_2.jpg,false
wk24,1,0,8,true,true,2,true,1,1,1,,,,,true,1.0,0.5,keyboard_2.jpg,bag_1.jpg,0,false,0.5,1.0,,,0.5,1.0,bag_1.jpg,keyboard_2.jpg,false
wk24,1,0,9,true,true,2,true,1,1,1,,,,,false,0.5,1.0,bag_1.jpg,keyboard_2.jpg,0,false,0.5,1.0,,,0.5,1.0,bag_1.jpg,keyboard_2.jpg,true
wk24,1,0,10,true,true,2,true,1,1,1,,,,,true,1.0,0.5,keyboard_2.jpg,bag_1.jpg,0,false,0.5,1.0,,,0.5,1.0,bag_1.jpg,keyboard_2.jpg,false
wk24,2,0,1,true,true,2,true,1,1,2,,,,,true,1.0,-0.5,bag_2.jpg,mascara_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,mascara_1.jpg,bag_2.jpg,false
wk24,2,0,2,true,true,2,true,1,1,2,,,,,true,1.0,-0.5,bag_2.jpg,mascara_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,mascara_1.jpg,bag_2.jpg,false
wk24,2,0,3,true,true,2,true,1,1,2,,,,,false,-0.5,1.0,mascara_1.jpg,bag_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,mascara_1.jpg,bag_2.jpg,true
wk24,2,0,4,true,true,2,true,1,1,2,,,,,true,1.0,-0.5,bag_2.jpg,mascara_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,mascara_1.jpg,bag_2.jpg,false
wk24,2,0,5,true,true,2,true,1,1,2,,,,,false,-0.5,1.0,mascara_1.jpg,bag_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,mascara_1.jpg,bag_2.jpg,true
wk24,2,0,6,true,true,2,true,1,1,2,,,,,false,-0.5,1.0,mascara_1.jpg,bag_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,mascara_1.jpg,bag_2.jpg,true
wk24,2,0,7,true,true,2,true,1,1,2,,,,,false,-0.5,1.0,mascara_1.jpg,bag_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,mascara_1.jpg,bag_2.jpg,true
wk24,2,0,8,true,true,2,true,1,1,2,,,,,false,-0.5,1.0,mascara_1.jpg,bag_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,mascara_1.jpg,bag_2.jpg,true
wk24,2,0,9,true,true,2,true,1,1,2,,,,,true,1.0,-0.5,bag_2.jpg,mascara_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,mascara_1.jpg,bag_2.jpg,false
wk24,2,0,10,true,true,2,true,1,1,2,,,,,true,1.0,-0.5,bag_2.jpg,mascara_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,mascara_1.jpg,bag_2.jpg,false
wk24,3,0,1,true,true,2,true,1,1,3,,,,,true,0.5,-1.0,mascara_2.jpg,pretzel_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pretzel_1.jpg,mascara_2.jpg,false
wk24,3,0,2,true,true,2,true,1,1,3,,,,,true,0.5,-1.0,mascara_2.jpg,pretzel_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pretzel_1.jpg,mascara_2.jpg,false
wk24,3,0,3,true,true,2,true,1,1,3,,,,,false,-1.0,0.5,pretzel_1.jpg,mascara_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pretzel_1.jpg,mascara_2.jpg,true
wk24,3,0,4,true,true,2,true,1,1,3,,,,,true,0.5,-1.0,mascara_2.jpg,pretzel_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pretzel_1.jpg,mascara_2.jpg,false
wk24,3,0,5,true,true,2,true,1,1,3,,,,,false,-1.0,0.5,pretzel_1.jpg,mascara_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pretzel_1.jpg,mascara_2.jpg,true
wk24,3,0,6,true,true,2,true,1,1,3,,,,,false,-1.0,0.5,pretzel_1.jpg,mascara_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pretzel_1.jpg,mascara_2.jpg,true
wk24,3,0,7,true,true,2,true,1,1,3,,,,,false,-1.0,0.5,pretzel_1.jpg,mascara_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pretzel_1.jpg,mascara_2.jpg,true
wk24,3,0,8,true,true,2,true,1,1,3,,,,,true,0.5,-1.0,mascara_2.jpg,pretzel_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pretzel_1.jpg,mascara_2.jpg,false
wk24,3,0,9,true,true,2,true,1,1,3,,,,,true,0.5,-1.0,mascara_2.jpg,pretzel_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pretzel_1.jpg,mascara_2.jpg,false
wk24,3,0,10,true,true,2,true,1,1,3,,,,,false,-1.0,0.5,pretzel_1.jpg,mascara_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pretzel_1.jpg,mascara_2.jpg,true
wk24,4,0,1,true,true,2,true,1,1,4,,,,,true,-0.01,-1.0,button2_1.jpg,pretzel_2.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,button2_1.jpg,pretzel_2.jpg,true
